"session_date","session_day","time_block","duration_minutes","room","session_kind","plenum_kind","session_type","tracks","recording_status","title","speakers","speaker_org_titles","description_clean","status","liveUrl","recordingUrl","session_id"
2026-06-19,"Friday","09:00 AM - 10:00 AM",60,"National Harbor 11","Content","Concurrent","Panel","","This session *will* be recorded ✅","Mining the mountain: Turning massive document dumps into breakthrough stories","Jordan Elder; Yami Virgin","Investigative Reporter, News 4 and Fox San Antonio | Investigative Reporter/Anchor, Fox San Antonio","From the Robb Elementary investigative records to the Epstein files, journalists are increasingly faced with sprawling, unstructured document dumps that can overwhelm even experienced reporters. This training session breaks down how to turn thousands of pages into focused, high-impact stories for broadcast, digital, and ongoing investigative coverage. Participants will learn how to prepare for these document dumps, strategies for getting through thousands of pages, organizational systems, finding the stories in the stack, and tracking follow-ups.","Accepted",NA,NA,"1189219"
2026-06-19,"Friday","09:00 AM - 10:00 AM",60,"National Harbor 12-13","Content","Concurrent","","","","Video show & tell: Photogs and editors: Show your best visuals","Lance Washington; Matt Grant","Investigative Reporter, KXAN-TV | Production Manager, InvestigateTV+/Gray Media","Sign up to “Show & Tell” us about your best work and get constructive feedback from the moderator and audience. Sign-ups are required for presenters. Each presenter will have 15 minutes to share their work and receive feedback. All are welcome to attend! Sign up here: https://www.signupgenius.com/go/10C084CA8AC29A4FBCE9-64417265-video *These sessions will not be recorded.","Accepted",NA,NA,"1243727"
2026-06-19,"Friday","09:00 AM - 10:00 AM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will* be recorded ✅","Working it out: How editors & reporters work together, struggle together & produce great stories","Alyssa Katz; MIchael Hudson; Mike Rezendes","Editor-in-Chief, The Forward | Head of US Investigations, the Guardian | Investigative reporter; author","Relationships between reporters and editors can be fraught. They can be uplifting. They can be a bit of both. This session looks at the pitfalls, puzzlements and triumphs of working together and, sometimes, working at odds with each other. What do reporters need from editors? What do editors need from reporters? Panelists include journalists who have worked on both sides of the equation, including multiple Pulitzer Prize and IRE award winners.","Accepted",NA,NA,"1182946"
2026-06-19,"Friday","09:00 AM - 10:00 AM",60,"National Harbor 3","Content","Concurrent","Panel","Press freedom","This session *will not* be recorded ⛔️","Investigative journalism amid a decline in democracy","Drew Sullivan; Emilia Díaz-Struck; Ewald Scharfenberg; Kathy Jones","Armando.info, Co-Editor | Co-Founder and Publisher, OCCRP | Committee to Protect Journalists | Global Investigative Journalism Network","With more investigative journalists working in countries with authoritarian regimes or a decline in democracy, independent reporters have developed methods and techniques to continue holding power to account, while reducing risks connected to the context in which the reporting is taking place. While freedom of the press continues to deteriorate, strategies applied by journalists as well as collaborations, have been key to continue uncovering stories of public interest.","Accepted",NA,NA,"1238672"
2026-06-19,"Friday","09:00 AM - 10:00 AM",60,"National Harbor 4-5","Content","Concurrent","Panel","Video","","You just got hit by a natural disaster. Here's what to investigate.","Jeremy Finley; Kelly Wiley","Chief Investigative Reporter/Evening Anchor WSMV-TV | Investigative Reporter KXAN News","Natural disasters happen in every market. Regardless if you're facing tornadoes, wildfires, floods, global warming or ice storms, your viewers and readers will rely on you to investigate the systems in place that respond to the crises. Three journalists who have investigated system failures following natural disasters will show you what to immediately investigate and make your coverage stand out from your competition.","Accepted",NA,NA,"1243351"
2026-06-19,"Friday","09:00 AM - 11:15 AM",135,"Maryland 1-2","Content","Concurrent","Master class","","This session *will not* be recorded ⛔️","How explaining your sources builds trust","Lynn Walsh","Assistant Director, Trusting News","Investigative journalism often asks audiences to trust reporting that took months or years to produce and that may include serious allegations against powerful people. In an era of intense scrutiny and accusations of bias, simply publishing the findings isn’t always enough. Increasingly, audiences want to understand how journalists reached their conclusions. This session explores how investigative reporters can build trust by being more transparent about their sourcing and reporting decisions. Drawing on research from Trusting News and examples from investigative outlets, the session will share practical ways journalists can explain their sourcing without compromising safety or confidentiality. We’ll discuss strategies such as explaining why certain sources were chosen, how sources were vetted, who was contacted but declined to comment, and what steps reporters took to verify claims. We’ll also look at how journalists can proactively address common audience questions about bias by showing their reporting process. Attendees will leave with concrete language, examples, and habits they can incorporate into investigative stories, helping audiences better understand the rigor behind their work and strengthening trust in high-stakes reporting. Pre-registration is required and seating is limited.","Accepted",NA,NA,"1179773"
2026-06-19,"Friday","09:00 AM - 12:30 PM",210,"Chesapeake GHI","Content","Concurrent","Master class","","This session *will not* be recorded ⛔️","Reporting and writing for scene","Ken Armstrong; Lizzie Presser","","When it comes to crafting scenes, we can learn a lot from people who write fiction and screenplays. But our challenges begin long before the writing. Our scenes have to be true not just emotionally, but factually. This class will look at the importance of dialogue (dialogue >>> quotes); ways to hook and pull (and weave); and how to write a scene that readers will remember (all, without sacrificing the element of accountability — because, that’s what we do). We’ll dissect song lyrics; chat about creating dread; read a scene on the page, then watch it dramatized on screen. Plus, the incomparable Lizzie Presser (her first IRE!) will drop in and answer questions about some of her most unforgettable work. Pre-registration is required and seating is limited.","Accepted",NA,NA,"1216785"
2026-06-19,"Friday","09:00 AM - 12:30 PM",210,"Maryland 5-6","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Claude Code for journalists: A (responsible) hands-on introduction to AI-powered data exploration","Sean Mussenden","Howard Center for Investigative Journalism","Journalists are increasingly expected to work with data and documents, but many lack programming backgrounds. Claude Code — an AI coding tool that works on the desktop, command line or IDE — can help bridge that gap, letting reporters do some too-complicated-for-Excel analytical work without writing code from scratch. This three-hour, pre-registered hands-on class will give attendees a practical, start-to-finish introduction to Claude Code in a journalism context. Attendees will learn how to use Claude Code to do initial exploration of unfamiliar datasets, spot data quality issues that could undermine later findings, build simple web apps for exploring and visualizing data, develop a data analysis plan for a reporting project, and work through document sets efficiently. Just as importantly, attendees will learn what Claude Code can't do well, where it's likely to lead you astray, and how to verify its output — because responsible use matters as much as knowing the tool. No prior programming experience required. Attendees will leave with a repeatable workflow they can bring back to their newsrooms immediately. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1190004"
2026-06-19,"Friday","10:00 AM - 10:15 AM",15,"Conference-wide","Service / break","Plenary","","","","15 min break","","","",NA,NA,NA,"f2df990a-dadf-43f8-b43f-721b1d6d4bcd"
2026-06-19,"Friday","10:15 AM - 11:15 AM",60,"Maryland 3-4","Content","Concurrent","Demo","Beat reporting; Data analysis; Tools & tech","This session *will not* be recorded ⛔️","Finding the story: Trade data","Paroma Soni","Data and Graphics Reporter, POLITICO","As trade and tariffs become an increasingly relevant issue, this session will demo a free (but very unintuitive) tool from the U.S. Census: USA Trade! USA Trade has comprehensive, district-level data (with lots of hidden gems) that can be useful for data journalists across beats, especially those relating to global economics, trade, tech, and foreign policy. This session will demonstrate how to use USA Trade and discuss some ways to understand and use the data in your reporting. This session is good for everyone interested in learning more about trade statistics. No data experience is necessary! Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1238748"
2026-06-19,"Friday","10:15 AM - 11:15 AM",60,"Maryland C","Content","Concurrent","Demo","","This session *will* be recorded ✅","AI that actually knows what's happening: Live web research for working journalists","Jennifer Burns","","AI to help you research a story, it draws on a snapshot of the internet from a single point in time. It doesn't know what was published today, and it will answer confidently anyway. This session shows you the fix. We'll walk through prompt engineering for real journalism research and how to structure requests that produce sourced, credible, organized information rather than confident-sounding summaries of old data. Then we'll connect it to the live web and run the same prompt again. The difference is immediate and visible. No coding required. Free tools provided. You'll walk out with something you can use on your next story. *Must have an account (can be free tier) with GPT.","Accepted",NA,NA,"1202750"
2026-06-19,"Friday","10:15 AM - 11:15 AM",60,"National Harbor 10","Content","Concurrent","Panel","Story ideas","This session *will* be recorded ✅","Your investigation reveals a problem. Adding a solutions story shows it doesn't have to be this way.","George Chidi; Peter Gill; Tina Rosenberg","co-founder, Solutions Journalism Network | Newsday transportation reporter","Would a solutions angle help my story? How do I find one? This panel will feature two investigo-solutions reporters, and how and why they chose to cover solutions. Attendees will also learn a simple three-step process for finding the right solutions angle for their investigation.","Accepted",NA,NA,"1175263"
2026-06-19,"Friday","10:15 AM - 11:15 AM",60,"National Harbor 11","Content","Concurrent","Panel","Beat reporting; Business; Deep dive; Reporting & writing strategies; Story ideas","This session *will* be recorded ✅","Art of the business investigation","Alex Campbell; Kendall Taggart; Scott Zamost","Business Investigations Editor, The New York Times | CNBC Senior Investigative Producer | Investigative Reporter, Bloomberg News","Hear from top business journalists in print, digital and broadcast dissect the unique challenges in navigating corporate America from how to find a variety of company records to getting reluctant subjects to talk. We'll show examples of how to turn a ""no"" into a ""yes"" from PR and crisis management firms hired to protect a company's image. We'll also detail how to get current and former employees to open up, and how to obtain and analyze obscure documents.","Accepted",NA,NA,"1143283"
2026-06-19,"Friday","10:15 AM - 11:15 AM",60,"National Harbor 12-13","Content","Concurrent","","Video","","Should I even keep doing this?","Jennifer Titus; Laura Geller","10TampaBayNews | CBS News Investigative Unit","In the face of never-ending change, we're forced to ask the question - is it all worth it? We talk about home life, marriage and kids, moving from city to city, constant upheaval in the business and mistrust of journalists. It's stressful! How do you successfully navigate the business and a personal life and if it's all changing, do you keep doing it all? Two veteran journalists, moms and friends start the conversation - you finish it!","Accepted",NA,NA,"1233264"
2026-06-19,"Friday","10:15 AM - 11:15 AM",60,"National Harbor 2","Content","Concurrent","Panel","Career advice","This session *will* be recorded ✅","From classroom to newsroom: Finding your footing after school","Adriana Navarro; Aidan Hughes; April Quevedo; Katherine Dailey","Data Journalist, Howard Center for Investigative Journalism | Investigative and Data Journalist, Arizona Center for Investigative Reporting | Reporter, Michigan Advance | Reporter, Neighborhood Dispatch at Milwaukee Journal Sentinel","Transitioning from internships and student journalism to your first real newsroom can be an exciting, and daunting, leap. In this session, four early-career journalists share the steps they took to jump-start their careers after graduation—and how you can do the same. From landing your first job to establishing yourself in a new city or beat, this session is great for recent journalism grads, current students, and those looking to pivot into journalism from other careers.","Accepted",NA,NA,"1190123"
2026-06-19,"Friday","10:15 AM - 11:15 AM",60,"National Harbor 3","Content","Concurrent","Panel","Press freedom","This session *will* be recorded ✅","Media law in the second Trump Administration","Jeff Hermes","Deputy Director, Media Law Resource Center","The second presidency of Donald Trump has upended norms and legal understandings regarding the ability of journalists to do their jobs without retaliation from federal and state governments. We’ll discuss how reporters and news organizations are navigating – or failing to navigate – these threats and challenges while exercising their First Amendment rights.","Accepted",NA,NA,"1191325"
2026-06-19,"Friday","10:15 AM - 11:15 AM",60,"National Harbor 4-5","Content","Concurrent","Panel","Audio/radio","This session *will* be recorded ✅","Pitching national shows and podcasts","Irene Noguchi; Kate Howard","Executive Producer, Enterprise Storytelling Unit at NPR | Reveal from The Center for Investigative Reporting","TBD","Accepted",NA,NA,"1237679"
2026-06-19,"Friday","11:15 AM - 11:30 AM",15,"Conference-wide","Service / break","Plenary","","","","15 min break","","","",NA,NA,NA,"64acc297-9fcb-4d76-b9d4-2c6c786a81a6"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"Maryland 1-2","Content","Concurrent","Panel","","This session *will not* be recorded ⛔️","International networking","Hyuntaek Lee","Independent Journalist, South Korea","Let’s talk about international journalism networks. This session is an informal chat for international journalists, first-time attendees, and anyone interested in global journalism opportunities to meet, exchange ideas, and share practical tips. We will discuss how journalists can build connections across countries, host regional meetups, and find fellowship opportunities around the world. I will also share lessons learned from organizing the first Seoul meetup and ideas for Islamabad meetup discussion. Also, you can offer your idea or plan on international meetup. First-time attendees are especially welcome.","Accepted",NA,NA,"1185396"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Immigration by the numbers - the data sets defining Trump’s deportation agenda","Gisselle Medina; J. Dale Shoemaker","Fresnoland | Investigative Post","The Trump administration is setting records when it comes to immigration enforcement. Record numbers of people in detention, deportations to third countries, arrests and no shows in court, money invested in deportations and clashes with U.S. citizens. Immigration reporters have been combing the numbers to create their own datasets, and resourcing other tracking organizations, to decipher the full picture of what a mass deportation plan looks like, costs, and reveals about the immigration enforcement system. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1180706"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"Maryland C","Content","Concurrent","Panel","Audio/radio","This session *will* be recorded ✅","Evolving narratives in audio storytelling about crime","Brian Howey; Najib Aminy; Phillip Martin","Free-lance Investigative Reporter  | Reporter and producer, Reveal  | The Bell Project","Journalists hate the term ""true crime."" But true crime podcasts have captivated audiences, and the genre is evolving beyond its traditional confines. This panel explores how investigative journalists and storytellers are redefining true crime by focusing on systemic issues, deeper narratives and ethical storytelling. Panelists will share their experiences crafting compelling audio that goes beyond ""whodunit,"" balancing audience engagement with sensitivity, accuracy and accountability. Attendees will gain insights into innovative reporting techniques, narrative structure and the ethical dilemmas of audio storytelling in this increasingly popular medium.","Accepted",NA,NA,"1233119"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"National Harbor 10","Content","Concurrent","Panel","","This session *will* be recorded ✅","I-team 2.0: How to build labs pairing vets and newcomers to fill the void left by newsroom cuts","Chris Davis; Joe Stephens; Kathryn Hurd","Deputy Editor, New York Times Local Investigative Reporting Fellowship | Executive Editor, Investigative Reporting Workshop & Professor at American University  | Senior reporter, UC Berkeley's Investigative Reporting Program","Investigative labs increasingly fill gaps left by massive newsroom cuts. Many successfully pair experienced muckrakers with students or early-career investigators. But each lab takes a slightly different approach. Hear top editors compare and contrast styles, and explain how they assign roles, manage egos and win Pulitzers.","Accepted",NA,NA,"1187746"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"National Harbor 11","Content","Concurrent","Demo","Beat reporting; Business; Demo","This session *will* be recorded ✅","Why you should care about sports betting, even if you don't cover sports","Cat Murphy","Data Reporter, Howard Center for Investigative Journalism @ UMD","This session will cover the basics of proposition betting and will include a demo of our effort to capture the scope and nature of those bets during March Madness. We’ll go over what data is available and how even non-sports reporters can use it. You’ll leave this session with a working knowledge of how prop betting works and ideas about how to incorporate it into your beat.","Accepted",NA,NA,"1189999"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"National Harbor 12-13","Content","Concurrent","Panel","","","Video show & tell: Anything goes with Gilbert Corsey","Gilbert Corsey","WDRB News","Sign up to “Show & Tell” us about your best work and get constructive feedback from the moderator and audience. Sign-ups are required for presenters. Each presenter will have 15 minutes to share their work and receive feedback. All are welcome to attend! Sign up here: https://www.signupgenius.com/go/10C084CA8AC29A4FBCE9-64417958-video *These sessions will not be recorded.","Accepted",NA,NA,"1246357"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will not* be recorded ⛔️","Deep dive: Cultivating sources on the inside","Hamed Aleaziz; Jason Leopold","Bloomberg | The New York Times","Hamed Aleaziz and Jason Leopold have worked their way deep inside seemingly impenetrable institutions, from ICE to the Treasury Department. Their sourcing has underpinned work that’s been honored as Pulitzer finalists, including Aleaziz’s beat reporting on immigration and Leopold’s reporting on a trove of secret government records that showed dirty money coursing through major banks. In this conversation, they’ll chat about their different approaches to getting people to talk. **To allow the panelists to be candid, this session will be OFF THE RECORD - NO RECORDING/SOCIAL MEDIA POSTING**","Accepted",NA,NA,"1216884"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"National Harbor 3","Content","Concurrent","Panel","Press freedom","This session *will* be recorded ✅","Media law for journalists: Libel & invasion of privacy","George Freeman","Executive Director, Media Law Resource Center","In this session, you’ll learn about the fundamentals of libel and privacy laws applicable to journalistic content. We’ll discuss what the plaintiff has to prove to make out a libel case, your common law and constitutional defenses, the differences in defending cases brought by public and private figures, and trouble spots such as libelous implications, use of confidential sources and the value of retractions. Lawsuits for publishing truthful but embarrassing private facts will also be considered.","Accepted",NA,NA,"1191331"
2026-06-19,"Friday","11:30 AM - 12:30 PM",60,"National Harbor 4-5","Content","Concurrent","Demo","Public records","This session *will* be recorded ✅","Using court records to break stories","Seamus Hughes","Court Watch/New York Times","PACER, the federal court records system, is antiquated and hard to navigate. Using skills developed over years, Seamus Hughes has helped the media break national stories about topics ranging from terrorism and public corruption to corporate espionage. Seamus Hughes is back to give us tips and suggestions on how to use PACER to tell a story.","Accepted",NA,NA,"1230920"
2026-06-19,"Friday","12:45 PM - 02:15 PM",90,"Maryland D","Service / break","Concurrent","","","","IRE Awards Luncheon","","","At the IRE Awards luncheon, the 2025 IRE Awards will be presented. A salute to some of the best investigative work of the past year. In addition, the Ring of Honor inductees will be recofnized along with the Don Bolles Medal and the Golden Padlock award. Conference name badges are required for entry. A ticket to the luncheon must be purchased beforehand. Prices vary depending on your membership status. Purchase your ticket through your membership profile.",NA,NA,NA,"af07728b-466a-4862-b896-62e614dc32de"
2026-06-19,"Friday","12:45 PM - 02:15 PM",90,"National Harbor 6","Service / break","Concurrent","","","","Adjacent Event: Journalists Recovery Network","","","The Journalists Recovery Network will meet and offer a sober space for journalists experiencing troubles with alcohol or substance use. This is an informal meeting for individuals who may struggle with substance use to meet our members and chat more about our organization. Feel free to reach out to us at journalistsrecoverynetwork@gmail.com.",NA,NA,NA,"5be47e81-bd38-4b9d-8ded-81bcda143bdd"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"Chesapeake GHI","Content","Concurrent","Panel","","This session *will* be recorded ✅","LGBTQ+ Data Reporting and Visualization","Emilia Ruzicka; Joseph Darius Jaafari","Editor in Chief, LOOKOUT | Independent Journalist","At a moment when misinformation, anti-LGBTQ+ laws, and attacks on trans people are all on the rise, it is crucial for journalists to find and collect critically needed data and tell stories that cover the LGBTQ+ community fairly and accurately. In this session, learn about how to work with key data (and work around limitations like undercounts of gender-nonconforming people) to create visualizations, find underreported stories, and power impactful investigations.","Accepted",NA,NA,"1182166"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"Maryland 1-2","Content","Concurrent","","Data analysis; Tools & tech","This session *will not* be recorded ⛔️","Google Sheets: Advanced pivot tables ","","","You've done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those ""column"" and ""filter"" boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class. This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. You must bring your own laptop (no tablets) to participate in this class, and you will need a free Google account to participate.","Accepted",NA,NA,"1234209"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Turn your questions into data with an LLM","Alexia Fernandez Campbell; Gary Harki; Mackenzie Mays","Investigations Editor, Bloomberg Law | Investigative Reporter, Bloomberg Law | Investigative reporter, Bloomberg Law ","Learn how journalists at Bloomberg Industry Group used a large language model to turn questions into data as part of investigations into federal civil rights cases involving restraints, babies being born in jail and children being strip searched at school. This session is good for people with some experience working with data. Attendees will need to bring their own laptops (preferably no tablets) for the training. You will also need to sign up for a ChatGPT account to participate in the hands-on exercise.","Accepted",NA,NA,"1188910"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"Maryland B","Content","Concurrent","Panel","","This session *will* be recorded ✅","Deep dive: Empathy as an indispensable part of investigative reporting","Lizzie Presser; Robert Samuels","The Washington Post","Robert Samuels, a national enterprise reporter for the Washington Post, has written about poverty, refugees, systemic racism—subjects, all, that center people confronting forces that can be unrelenting and inhumane. He co-authored “His Name Is George Floyd,” winner of the Pulitzer Prize for general nonfiction. Lizzie Presser, a reporter on ProPublica’s national staff, has written about racial disparities in amputations and dispossession of Black landowners in the South. Her work on preventable deaths following state abortion bans won the Pulitzer Prize for public service. For both, a signature of their powerful, considerate work is empathy.","Accepted",NA,NA,"1216891"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"Maryland C","Content","Concurrent","Panel","","This session *will* be recorded ✅","Resources for local news investigations","Kim Kleman; Rose Ciotta; Sarah Blustain; Sona Patel","Assistant Managing Editor, Local, ProPublica | Executive Director, Investigative Editing Corps | Executive Director, Report for America  | Program and Editorial Director, Local Investigations Fellowship, The New York Times","Come hear from organizations that are providing front-line help to local newsrooms: Report for America's partnership with Investigative Editing Corps; New York Times's Local Investigations Fellowship and ProPublica's Local Reporting Fellowship. You will leave this session with information on what each program can mean for you and your newsroom, and how you can fine-tune a winning pitch.","Accepted",NA,NA,"1182192"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"National Harbor 10","Content","Concurrent","Panel","Audio/radio","This session *will* be recorded ✅","Investigative podcast series: ambitious storytelling and winning collaborations","Adelina Lancianese; Alison MacAdam; Meribah Knight","Freelance story editor | Nashville Public Radio / Independent | Senior Producer, NPR's Embedded Podcast","When investigative reporters collaborate with a narrative audio team, podcast magic gets made. But how do these collaborations even begin? How do you keep a sprawling – sometimes year-long – production process on track? And why is a podcast series the right fit for your investigation? The Embedded podcast, NPR’s home for documentary storytelling, thrives on a model of collaboration. You’ll hear Embedded producers, editors, and reporters explain how they turn in-depth reporting into award-winning documentaries like Embedded’s Supermajority and Tested. Plus, they’ll share tips for making immersive, fact-based podcast series that keep listeners hooked from start to finish.","Accepted",NA,NA,"1188164"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"National Harbor 11","Content","Concurrent","Panel","","This session *will* be recorded ✅","Teaching the investigation: how students can do groundbreaking investigative stories","Andrew Lehren","Mongabay","Investigations done at universities are not only teaching the next generation, they are providing valuable stories for communities. Uncovering dangerous day cares. Exposing police shootings. Uncovering legislators living lavishly. Identifying dangerous railroad bridges. Revealing officer misconduct.","Accepted",NA,NA,"1182150"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will* be recorded ✅","Debt collection USA: How to cover surging debt collection lawsuits near you","Frederick Wherry; Jenifer McKim; Noam N. Levey","KFF Health News | Princeton University | Senior editor, Investigations and Equity and Justice","The number of debt collection lawsuits are rising nationwide, propelled by debt-buyers, credit card companies and a wide array of industries from hospitals to mortgage companies to solar panels. Our panelists will provide on-the-ground examples and data tips on how to mine courts for all kinds of stories affecting people struggling with consumer debt.","Accepted",NA,NA,"1145172"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"National Harbor 3","Content","Concurrent","Panel","Beat reporting","This session *will* be recorded ✅","Investigating the child welfare system","Clara Bates; Eli Hager; Laura Bennett; Roxanna Asgarian","Director, The Center for Just Journalism | Journalist and Author | Reporter, ProPublica | Reporter, Santa Fe New Mexican","Across the US, government agencies investigate millions of families each year through what is commonly referred to as the child welfare system. Yet much of this activity functions as a form of state surveillance and intervention that operates with limited transparency and public understanding. Coverage of the system often relies on official narratives about child safety without examining the systemic factors - including poverty, housing instability, and service gaps - that drive involvement in the system or the impact of investigations and separations on children and families. This panel will focus on practical strategies for investigating the functioning of the child welfare system. Panelists will share how to obtain and interpret agency data, analyze removal and reporting patterns, and identify stories that go beyond individual tragedies to examine policy and structural issues. Panelists will also discuss sourcing challenges, records barriers, and ethical considerations when reporting on families and children.","Accepted",NA,NA,"1178286"
2026-06-20,"Saturday","02:30 PM - 03:30 PM",60,"National Harbor 4-5","Content","Concurrent","Panel","","This session *will* be recorded ✅","Deep dive: The reporter and editor relationship","Dan Zalewski; Jane Mayer","The New Yorker","Jane Mayer is one of the best-known investigative journalists in the country, having covered the Bush administration’s torture program, the dark money flowing through politics, and Defense Secretary Pete Hegseth’s secret history. Yet even she needs an editor. Dan Zalewski has edited Mayer’s work for decades. He is known at the New Yorker for making reporters’ work sing and pushing them to achieve the seemingly impossible. In this conversation, they’ll talk through how to make the most of the reporter and editor relationship.","Accepted",NA,NA,"1216890"
2026-06-20,"Saturday","02:30 PM - 06:00 PM",210,"Chesapeake JKL","Content","Concurrent","Hands-on training","","","From the idea to the prototype with Google AI Tools","Mago Torres","Trainer, Google News Initiative","In this hands-on workshop we will do a deep dive into Google’s AI tools —including NotebookLM, and Gemini, among others—designed specifically for complex news workflows. We’ll move from prompting 101 to developing simple, functional prototypes and custom research agents you can deploy immediately. Prefer to learn by observing? You are completely welcome to just come and watch the build process! Pre-registration is required and seating is limited. Participants must have a Google account, as well as Gemini and NotebookLM.","Accepted",NA,NA,"1241082"
2026-06-20,"Saturday","02:30 PM - 06:00 PM",210,"Maryland 5-6","Content","Concurrent","Master class","","This session *will not* be recorded ⛔️","Master the power of mapping with QGIS ","Charles Minshew; Jennifer LaFleur","Senior Editor of Data Journalism at The Atlanta Journal-Constitution | UC Berkeley School of Journalism","Mapping is a powerful tool to find patterns in data that can only be explored on a map. This session will give you the basics for doing mapping with the open-source tool QGIS. You'll learn how to build thematic maps, how to bring outside data into QGIS and connect it to your map and how to combine data in a map to look at geographic relationships in your data. This class is good for those with solid spreadsheet skills ready to move into mapping. You will need a laptop. Please download and install the long-term release of QGIS for your operating system (3.44.10 Solothurn LTR) at qgis.org/download. Please note that the LTR is not the latest release, but the most current stable release. Pre-registration is required and seating is limited.","Accepted",NA,NA,"1180280"
2026-06-20,"Saturday","03:00 PM - 05:00 PM",120,"Chesapeake 1-3","Content","Concurrent","Master class","","","Office Hours: 1:1 career meetings with newsroom leaders & hiring managers","Emma Carew Grovum","Kimbap Media","Looking for specific feedback on a cover letter or portfolio piece? Maybe you want to wordsmith a section of your resume or update your bio. Sign up for a 20-min one-on-one session with a manager or newsroom leader with expertise in data, editing, investigations, career pathways and more. I would like to coordinate this program again, similar to NICAR! It would be awesome to get a ballroom with 6-10 tables rather than sending folks to random hallway corners, OR a series of small meeting rooms (1-2 mentor coaches per room, etc). My goal would be to set up TWO to THREE hours worth of timeslots with 8-12 mentor coaches, and a goal of registering 50-75 people. I marked masterclass below, just cos this definitely needs a bigger timeslot than a panel or workshop.","Accepted",NA,NA,"1180262"
2026-06-20,"Saturday","03:30 PM - 03:45 PM",15,"Conference-wide","Service / break","Concurrent","","","","15 min break","","","",NA,NA,NA,"5c11a92c-51d4-4930-81dc-4f55b92c0659"
2026-06-20,"Saturday","03:45 PM - 04:45 PM",60,"Chesapeake GHI","Content","Concurrent","Panel","Audio/radio","This session *will* be recorded ✅","Bringing data and records to life in audio","Austin Fast; Emily Schwing","Independent Investigative Journalist | Investigative data reporter for USA Today","The data that journalists work with is often messy, and they rarely provide us with clear-cut or sweeping conclusions. How can we bring complicated numbers, especially in finance and science, to the listeners in a way that makes sense? How can we unearth public recordings that are often never heard? Panelists will share their strategies for breaking down complex concepts, finding the human stories behind the data, and crafting compelling audio narratives with public records.","Accepted",NA,NA,"1233123"
2026-06-20,"Saturday","03:45 PM - 04:45 PM",60,"Maryland 1-2","Content","Concurrent","","Data analysis; Tools & tech","This session *will not* be recorded ⛔️","Google Sheets 1: Getting started with spreadsheets (repeat)","","","In this introduction to spreadsheets, you'll begin analyzing data with Google Sheets, a simple but powerful tool. You'll learn how to enter data, navigate spreadsheets and conduct simple calculations like sum, average and median. This session is good for: Data beginners. You must bring your own laptop (no tablets) to participate in this class, and you will need a free Google account to participate.","Accepted",NA,NA,"1234211"
2026-06-20,"Saturday","03:45 PM - 04:45 PM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","Dataviz; Hands on; Tools & tech","This session *will not* be recorded ⛔️","Charts for small newsrooms","Sam Stockbridge","Elections & Investigations Reporter, Central Florida Public Media","Charts for small newsrooms Just because you're in a small newsroom doesn't mean you can't make great, informative charts! Even a little bit of Excel can take you far. In this session, we'll show you how to quickly make a great graphic by yourself, using publicly available election numbers to make simple but informative graphics. We'll also go over some principles of good graphic design to make sure your charts are communicating what they need to, and how to export charts for print or web publication. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1190229"
2026-06-20,"Saturday","03:45 PM - 04:45 PM",60,"Maryland B","Content","Concurrent","","Press freedom","This session *will not* be recorded ⛔️","Protecting your sources, devices, and work in a new era of press scrutiny","","","","Accepted",NA,NA,"1238732"
